,cut,color,clarity,depth,carat,table,x,y,z,price
34412,Premium,F,SI1,61.0,1.02,59.0,6.58,6.47,3.98,5455
34413,Ideal,F,SI1,61.6,1.12,56.0,6.66,6.72,4.12,6087
34414,Ideal,G,VS2,62.2,0.37,57.0,4.59,4.64,2.87,649
34415,Premium,E,VS1,60.8,0.41,59.0,4.76,4.82,2.91,1079
34416,Ideal,I,VVS2,61.5,1.2,56.0,6.79,6.84,4.19,7877
34417,Ideal,E,VS1,61.2,0.34,55.0,4.51,4.54,2.77,790
34418,Premium,E,VS1,61.8,0.58,55.0,5.39,5.35,3.32,2192
34419,Premium,E,SI1,61.9,0.6,58.0,5.43,5.39,3.35,1830
34420,Very Good,E,VVS2,61.9,0.74,59.0,5.74,5.77,3.56,3616
34421,Ideal,E,SI1,61.3,0.51,55.0,5.17,5.11,3.15,1546
34422,Ideal,F,VS2,61.0,1.01,57.0,6.38,6.5,3.93,6416
34424,Very Good,D,SI2,62.8,0.79,57.0,5.85,5.9,3.69,2904
34425,Ideal,G,VS2,61.9,1.05,56.0,6.52,6.56,4.05,6486
34426,Ideal,D,VS2,61.2,0.58,54.0,5.4,5.42,3.31,1889
34427,Ideal,F,SI1,61.7,0.82,56.0,6.01,6.06,3.72,3810
34428,Ideal,G,VVS1,62.3,0.33,55.0,4.42,4.44,2.76,810
34429,Ideal,F,VS2,60.6,0.52,55.0,5.19,5.27,3.17,1662
34430,Very Good,G,VS1,62.1,0.32,56.0,4.4,4.43,2.74,645
34431,Ideal,F,IF,60.8,0.3,56.0,4.35,4.36,2.65,892
34432,Premium,G,SI2,61.9,1.06,60.0,6.53,6.52,4.04,4571
34433,Very Good,E,SI1,59.9,0.37,59.0,4.68,4.7,2.81,649
34434,Good,D,SI2,59.7,0.72,61.0,5.78,5.84,3.47,2620
34435,Ideal,H,SI1,62.1,1.06,56.0,6.51,6.57,4.06,5020
34436,Ideal,J,VS2,60.8,0.72,59.0,5.76,5.81,3.52,1904
34437,Very Good,F,VVS1,63.0,1.0,56.0,6.32,6.37,4.0,8008
34438,Ideal,F,VS1,62.3,0.42,55.0,4.77,4.79,2.98,1031
34439,Ideal,F,SI1,60.9,1.01,55.0,6.5,6.48,3.95,5345
34440,Ideal,G,VS2,60.9,1.1,56.0,6.68,6.79,4.1,6939
34441,Ideal,E,VS2,61.4,0.54,57.0,5.21,5.25,3.21,1754
34442,Ideal,J,VS1,62.1,1.6,57.0,7.46,7.54,4.66,8904
34443,Ideal,D,VS2,62.3,0.7,55.0,5.67,5.7,3.54,3092
34444,Premium,G,VS2,60.1,1.26,61.0,7.04,6.97,4.21,8113
34445,Very Good,H,VS1,60.1,0.3,61.0,4.3,4.32,2.59,526
34446,Ideal,F,VS1,62.4,0.35,57.0,4.52,4.49,2.81,1011
34447,Good,I,SI1,63.6,0.33,53.0,4.4,4.43,2.81,434
34448,Very Good,F,SI1,61.9,1.02,58.0,6.43,6.49,4.0,5019
34449,Ideal,I,SI1,61.2,2.07,57.0,8.12,8.23,5.0,14857
34450,Ideal,G,IF,61.7,0.33,56.0,4.47,4.51,2.77,946
34451,Ideal,I,VS1,62.6,1.01,56.0,6.42,6.36,4.0,4808
34452,Premium,E,SI1,60.1,0.7,58.0,5.81,5.83,3.5,2349
34453,Good,F,SI1,64.3,0.7,62.0,5.55,5.49,3.55,1878
34454,Ideal,E,VVS2,61.8,0.4,56.0,4.77,4.74,2.94,1238
34455,Premium,H,VVS1,61.2,0.35,60.0,4.54,4.51,2.77,1024
34456,Premium,E,VS2,61.5,1.56,58.0,7.47,7.43,4.58,12156
34457,Very Good,J,IF,59.8,0.57,59.0,5.39,5.41,3.23,1592
34458,Ideal,J,SI1,62.8,1.71,57.0,7.58,7.55,4.75,6320
34459,Premium,E,SI1,61.3,1.53,59.0,7.35,7.4,4.52,12851
34460,Premium,G,VS2,61.4,0.41,59.0,4.79,4.75,2.93,1061
34461,Premium,D,SI1,61.6,0.76,59.0,5.84,5.82,3.59,2942
34462,Very Good,E,SI1,63.7,1.02,55.0,6.29,6.4,4.04,7277
34463,Ideal,H,VS2,62.2,1.25,57.0,6.92,6.88,4.29,7365
34464,Ideal,E,VS1,61.4,0.36,54.0,4.59,4.63,2.83,835
34465,Very Good,F,VVS1,59.0,0.26,61.0,4.17,4.2,2.47,547
34466,Ideal,H,SI1,61.4,0.7,56.0,5.7,5.76,3.52,2815
34467,Premium,E,SI2,60.1,1.5,60.0,7.42,7.35,4.44,9450
34468,Ideal,E,VVS2,61.4,0.41,56.0,4.77,4.81,2.94,1187
34469,Ideal,G,VVS2,61.2,1.24,56.0,6.88,6.92,4.22,9362
34470,Ideal,G,VS2,62.7,1.06,55.0,6.53,6.49,4.08,6411
34471,Premium,J,SI1,60.5,1.5,59.0,7.38,7.47,4.49,6806
34472,Very Good,E,SI2,62.9,1.26,59.0,6.82,6.85,4.3,5976
34473,Good,G,VS2,63.4,0.53,58.0,5.13,5.16,3.26,1395
34474,Premium,G,IF,59.8,0.4,58.0,4.79,4.85,2.88,1333
34475,Ideal,I,SI1,62.0,2.16,56.0,8.28,8.3,5.14,18029
34476,Premium,G,SI2,62.2,1.15,60.0,6.69,6.66,4.15,4985
34477,Ideal,G,SI2,62.1,1.09,56.0,6.66,6.59,4.12,4670
34478,Very Good,H,SI1,59.1,2.01,58.0,8.29,8.36,4.92,18149
34479,Premium,H,SI1,61.4,1.75,59.0,7.79,7.69,4.75,13081
34480,Ideal,I,SI2,61.9,0.9,57.0,6.19,6.13,3.81,2909
34481,Ideal,G,SI1,60.7,0.39,57.0,4.69,4.8,2.88,665
34482,Ideal,F,VS1,62.3,0.53,55.0,5.22,5.18,3.24,1908
34483,Very Good,I,SI1,62.2,1.2,55.0,6.75,6.92,4.25,5408
34484,Premium,G,SI1,62.9,1.01,61.0,6.35,6.33,3.99,5273
34485,Very Good,H,SI1,59.8,2.07,58.0,8.23,8.26,4.93,17019
34486,Ideal,G,IF,62.2,0.3,55.0,4.31,4.34,2.69,863
34487,Premium,I,SI1,62.0,1.63,54.0,7.67,7.6,4.73,9256
34488,Ideal,F,VVS2,60.2,0.57,57.0,5.38,5.41,3.25,2321
34489,Premium,E,SI1,61.0,1.01,59.0,6.47,6.44,3.94,5749
34490,Ideal,D,SI2,62.6,0.43,56.0,4.88,4.84,3.04,919
34491,Very Good,G,IF,60.1,0.9,59.0,6.22,6.26,3.75,5754
34492,Very Good,H,SI1,63.6,1.7,59.0,7.46,7.55,4.77,11560
34493,Ideal,F,VS2,61.8,0.41,57.0,4.73,4.78,2.94,863
34494,Ideal,F,VS1,61.0,0.32,56.0,4.45,4.48,2.72,716
34495,Fair,F,SI1,66.5,0.5,59.0,5.01,4.91,3.3,994
34496,Premium,E,VS2,60.8,0.7,58.0,5.7,5.74,3.48,2673
34497,Good,F,VS2,58.7,0.67,61.5,5.67,5.79,3.37,2309
34498,Ideal,G,SI1,62.1,0.83,57.0,6.03,5.95,3.72,3044
34499,Ideal,G,SI2,61.4,0.9,56.0,6.19,6.23,3.81,4044
34500,Good,G,SI1,63.5,0.58,56.0,5.28,5.34,3.37,1295
34501,Ideal,H,VS2,61.6,0.83,55.0,6.04,6.08,3.73,3171
34502,Ideal,G,VS2,62.3,0.7,57.0,5.65,5.68,3.53,2723
34503,Premium,H,VVS1,62.7,0.3,59.0,4.32,4.29,2.7,878
34505,Ideal,J,SI1,60.3,2.05,60.0,8.17,8.24,4.95,14037
34506,Ideal,E,SI1,61.1,0.4,56.0,4.79,4.77,2.92,945
34507,Premium,H,VS2,62.4,1.0,59.0,6.75,6.72,4.2,5404
34508,Ideal,D,VS1,61.0,0.33,56.0,4.47,4.45,2.72,1077
34509,Ideal,G,VS2,60.6,1.01,57.0,6.47,6.53,3.94,6826
34510,Ideal,J,VS1,62.2,0.41,55.0,4.79,4.76,2.97,775
34511,Ideal,G,VVS1,60.3,0.32,58.0,4.44,4.48,2.69,779
34512,Ideal,G,VVS2,61.6,0.56,56.0,5.32,5.29,3.27,2081
34513,Premium,G,VS1,63.0,0.53,58.0,5.17,5.15,3.25,1727
34514,Very Good,I,SI1,63.7,1.52,58.0,7.23,7.3,4.63,8794
34515,Premium,G,VVS2,60.8,0.53,58.0,5.25,5.18,3.17,1914
34516,Fair,J,VS2,64.4,0.91,62.0,6.06,6.03,3.89,2854
34517,Very Good,H,SI1,59.1,1.06,58.0,6.66,6.71,3.95,5048
34518,Ideal,F,VS2,62.6,0.56,55.0,5.29,5.25,3.3,1814
34519,Premium,G,SI1,61.6,1.52,57.0,7.4,7.33,4.54,9952
34520,Premium,E,VS2,61.3,0.5,60.0,5.11,5.07,3.12,1746
34521,Ideal,F,SI2,62.1,0.52,55.0,5.14,5.17,3.2,1191
34522,Ideal,G,IF,62.8,1.01,57.0,6.42,6.39,4.02,8778
34523,Premium,F,SI1,61.8,0.41,58.0,4.76,4.75,2.94,969
34524,Premium,G,SI2,58.5,1.07,61.0,6.71,6.59,3.89,4278
34525,Ideal,I,VS2,62.6,1.55,56.0,7.35,7.41,4.62,8831
34526,Premium,G,VS2,62.7,0.55,60.0,5.27,5.19,3.28,1445
34527,Good,G,VS2,63.5,0.3,58.0,4.24,4.29,2.71,456
34528,Ideal,D,VVS2,61.6,0.36,57.0,4.59,4.56,2.82,1114
34529,Very Good,E,VVS2,60.7,0.7,56.0,5.77,5.82,3.52,3295
34530,Premium,F,VS2,61.5,1.21,57.0,6.81,6.74,4.17,8877
34531,Ideal,G,VS1,62.6,0.3,57.0,4.29,4.27,2.68,776
34532,Ideal,G,SI2,61.1,2.03,57.0,8.16,8.21,5.0,17182
34533,Good,E,SI1,63.5,1.51,57.0,7.23,7.28,4.61,10696
34534,Ideal,H,VVS1,61.2,0.54,57.0,5.25,5.21,3.2,1814
34535,Ideal,G,VS1,61.8,1.14,55.0,6.71,6.76,4.16,8121
34536,Ideal,G,VS1,61.4,0.41,55.0,4.8,4.78,2.94,961
34537,Ideal,F,VVS2,61.4,0.36,56.0,4.61,4.64,2.84,1059
34538,Premium,G,VS1,62.8,0.3,59.0,4.27,4.23,2.67,776
34539,Ideal,H,VS1,62.1,0.26,55.0,4.07,4.11,2.54,482
34540,Very Good,F,SI2,61.6,0.9,58.0,6.15,6.23,3.81,3519
34541,Premium,H,SI1,61.3,2.01,59.0,8.16,8.08,4.98,17849
34542,Very Good,H,VVS1,60.5,0.7,60.0,5.74,5.77,3.48,2788
34543,Premium,G,VS2,62.5,1.02,58.0,6.41,6.46,4.02,6301
34544,Ideal,E,VS2,62.2,0.4,55.0,4.71,4.77,2.95,1090
34545,Premium,I,VS1,60.3,0.36,60.0,4.64,4.58,2.78,729
34546,Ideal,D,SI2,62.0,0.38,53.0,4.68,4.71,2.91,599
34547,Premium,D,VVS1,59.3,1.01,59.0,6.56,6.53,3.88,11480
34548,Very Good,F,VS2,61.7,0.7,63.0,5.61,5.64,3.47,2737
34549,Fair,E,SI2,65.2,1.0,56.0,6.3,6.12,4.05,4256
34550,Good,H,I1,57.4,0.7,63.0,5.89,5.8,3.36,1255
34551,Ideal,H,SI1,61.4,0.55,56.0,5.28,5.31,3.25,1584
34552,Very Good,D,VVS2,59.4,0.75,59.0,5.88,5.94,3.51,4656
34553,Very Good,G,VVS2,62.1,0.58,58.0,5.35,5.4,3.34,1872
34554,Ideal,F,SI1,62.7,0.62,54.0,5.47,5.53,3.45,1637
34555,Very Good,G,VS1,63.5,0.8,57.0,5.87,5.91,3.74,3381
34556,Ideal,I,SI1,61.8,1.06,55.0,6.54,6.57,4.04,5697
34557,Ideal,G,VVS1,61.5,1.21,56.0,6.83,6.89,4.22,11572
34558,Very Good,H,SI1,61.5,0.42,54.0,4.87,4.89,3.0,670
34559,Premium,G,VS2,62.4,0.51,57.0,5.11,5.09,3.18,1546
34560,Premium,H,SI2,62.7,1.0,58.0,6.33,6.31,3.96,4200
34561,Very Good,G,SI1,61.0,0.32,61.0,4.38,4.41,2.68,477
34562,Ideal,G,VVS1,61.7,0.32,56.0,4.39,4.42,2.72,779
34563,Ideal,F,VS1,62.1,1.51,56.0,7.34,7.38,4.57,16370
34564,Very Good,H,SI2,60.6,1.27,59.0,6.97,7.0,4.23,5715
34565,Very Good,F,VVS1,62.8,1.01,58.0,6.35,6.39,4.0,9243
34566,Ideal,I,I1,61.3,1.5,57.0,7.36,7.39,4.52,5593
34567,Good,H,SI1,56.7,2.01,58.0,8.31,8.36,4.73,13929
34568,Very Good,F,VS2,58.8,1.01,59.0,6.55,6.59,3.86,6288
34569,Ideal,I,VS1,61.6,0.33,57.0,4.41,4.46,2.73,521
34570,Ideal,F,SI2,61.4,1.64,57.0,7.59,7.55,4.65,10929
34571,Ideal,G,SI1,60.6,0.35,56.0,4.56,4.58,2.77,555
34572,Very Good,F,IF,59.2,1.01,60.0,6.48,6.59,3.87,10800
34573,Good,E,VS2,64.2,0.3,57.0,4.24,4.13,2.69,619
34574,Very Good,G,VS2,60.3,0.34,54.0,4.53,4.56,2.74,596
34575,Very Good,H,VS2,62.5,0.31,60.0,4.31,4.36,2.71,489
34576,Good,D,SI2,64.1,0.72,57.0,5.64,5.71,3.64,2254
34577,Ideal,I,VS2,62.1,0.47,54.0,4.98,5.0,3.1,884
34578,Premium,J,VS2,61.9,1.21,59.0,6.84,6.77,4.21,5096
34579,Ideal,E,VVS1,61.8,1.13,57.0,6.66,6.71,4.13,13485
34580,Premium,G,VS1,61.3,1.23,58.0,6.89,6.87,4.22,8919
34581,Good,J,VS2,64.1,0.55,54.0,5.21,5.18,3.33,1134
34582,Premium,H,SI2,62.8,2.08,60.0,8.12,8.03,5.07,12655
34583,Very Good,D,SI1,61.2,1.03,54.0,6.53,6.61,4.02,5948
34584,Ideal,I,SI1,60.1,1.2,56.0,6.9,6.84,4.13,5578
34585,Premium,H,VVS1,60.8,0.24,59.0,4.02,4.0,2.44,554
34586,Very Good,D,VS1,62.4,0.79,60.0,5.86,5.88,3.66,4213
34587,Very Good,I,SI1,63.2,1.2,58.0,6.71,6.75,4.25,5257
34588,Very Good,I,SI1,60.0,1.01,62.0,6.41,6.53,3.88,4375
34589,Good,E,SI2,58.8,2.02,61.0,8.21,8.25,4.84,18236
34590,Ideal,E,VS2,61.9,0.31,55.0,4.39,4.34,2.7,872
34591,Ideal,G,SI1,61.3,0.4,56.0,4.73,4.76,2.91,701
34592,Very Good,H,VS1,61.9,1.3,56.0,6.97,7.05,4.34,7747
34593,Very Good,E,SI2,59.0,0.75,58.0,5.95,5.99,3.52,2363
34594,Ideal,E,VS2,61.9,0.53,56.0,5.21,5.19,3.22,1813
34595,Ideal,G,IF,61.8,0.35,56.0,4.52,4.57,2.81,974
34596,Premium,E,SI1,62.7,0.7,59.0,5.67,5.63,3.54,2777
34597,Ideal,G,VS1,62.1,1.11,57.0,6.61,6.63,4.11,7917
34598,Very Good,E,SI2,59.3,2.01,61.0,8.14,8.19,4.84,17759
34599,Premium,I,I1,60.2,1.27,62.0,7.05,7.0,4.23,3732
34600,Ideal,E,VS2,62.1,0.5,55.0,5.11,5.13,3.18,1554
34602,Very Good,F,VS2,61.0,0.7,59.0,5.69,5.75,3.49,2362
34603,Ideal,D,SI1,62.2,0.78,55.0,5.92,5.95,3.69,3389
34604,Ideal,I,SI1,60.2,0.34,57.0,4.5,4.54,2.72,459
34605,Premium,E,VS2,60.5,0.51,56.0,5.24,5.18,3.15,1781
34606,Ideal,G,VVS1,62.2,0.3,57.0,4.28,4.3,2.67,764
34607,Ideal,H,IF,61.9,0.34,55.0,4.5,4.55,2.8,913
34608,Ideal,I,IF,62.1,0.33,55.0,4.44,4.41,2.75,891
34609,Ideal,H,VS1,61.9,0.73,55.0,5.79,5.76,3.58,2919
34610,Ideal,E,SI1,61.5,0.5,57.0,5.08,5.1,3.13,1700
34611,Good,H,VS2,61.9,0.9,58.0,6.14,6.18,3.81,3989
34612,Ideal,D,VS2,61.9,0.41,56.0,4.77,4.8,2.96,1007
34613,Premium,E,VVS2,61.8,1.01,59.0,6.42,6.39,3.96,9711
34614,Ideal,E,VS2,63.8,0.3,56.0,4.28,4.2,2.71,619
34615,Ideal,F,SI2,62.2,0.91,56.0,6.17,6.14,3.83,3746
34616,Premium,D,SI1,60.0,0.53,58.0,5.29,5.24,3.16,1753
34617,Ideal,H,SI1,61.5,1.07,56.0,6.6,6.66,4.08,5065
34618,Ideal,H,SI1,61.4,0.34,55.0,4.51,4.55,2.78,440
34619,Ideal,I,VS1,61.5,0.71,60.0,5.7,5.74,3.52,2432
34620,Ideal,G,VS1,62.0,0.72,56.0,5.74,5.78,3.57,3540
34621,Very Good,H,VVS1,62.4,0.74,57.0,5.76,5.81,3.61,3061
34622,Ideal,F,VVS2,62.2,0.61,55.0,5.42,5.45,3.38,2634
34623,Premium,D,VS1,60.5,0.32,59.0,4.49,4.45,2.7,1030
34624,Premium,G,VVS1,62.0,0.43,59.0,4.8,4.82,2.98,1207
34625,Premium,E,VVS1,60.5,0.32,58.0,4.47,4.42,2.69,1020
34626,Ideal,H,SI1,61.6,0.45,56.0,4.94,4.96,3.05,923
34627,Premium,G,IF,61.0,0.31,59.0,4.33,4.36,2.65,924
34628,Premium,E,VVS1,60.7,0.39,58.0,4.69,4.73,2.86,1300
34629,Premium,D,SI1,62.5,1.27,58.0,6.92,6.87,4.31,8463
34630,Ideal,G,VVS1,62.4,1.03,57.0,6.39,6.47,4.01,8454
34631,Premium,F,VS1,62.6,1.01,58.0,6.37,6.48,4.02,6066
34632,Fair,G,VS1,57.1,0.4,64.0,4.88,4.9,2.79,798
34633,Ideal,I,VS2,60.7,1.51,57.0,7.42,7.35,4.48,6511
34634,Premium,E,SI1,59.8,1.01,59.0,6.52,6.48,3.89,5543
34635,Ideal,G,SI2,62.1,0.72,55.3,5.72,5.74,3.56,2089
34636,Ideal,E,VVS2,62.7,1.01,56.0,6.42,6.46,4.04,9735
34637,Ideal,H,VVS1,61.8,0.57,55.0,5.33,5.38,3.31,1929
34638,Premium,F,SI2,60.2,1.7,61.0,7.79,7.68,4.66,8397
34639,Ideal,D,VS2,61.3,0.52,56.0,5.2,5.15,3.17,1919
34640,Premium,H,IF,60.7,0.32,58.0,4.47,4.46,2.71,1116
34641,Good,F,VS2,63.5,0.72,55.0,5.7,5.74,3.63,2700
34642,Good,D,SI1,63.4,0.41,56.0,4.73,4.76,3.01,707
34643,Very Good,G,SI1,62.1,0.5,59.0,5.09,5.12,3.17,1237
34644,Very Good,E,SI2,62.9,2.0,56.0,7.94,8.0,5.01,16064
34645,Ideal,G,VVS2,61.8,0.51,56.0,5.16,5.1,3.17,1974
34646,Premium,E,VS1,60.3,1.5,60.0,7.43,7.34,4.45,16558
34647,Very Good,I,VS1,61.9,0.91,57.0,6.19,6.24,3.85,3734
34648,Ideal,H,SI2,62.0,1.21,54.5,6.81,6.87,4.25,5814
34649,Premium,J,VS1,60.7,0.31,60.0,4.39,4.34,2.65,523
34650,Ideal,D,VS2,61.9,0.5,59.0,5.07,5.1,3.15,1712
34651,Ideal,H,SI2,62.6,1.15,55.0,6.74,6.65,4.19,4572
34652,Ideal,H,SI1,61.8,0.31,54.0,4.34,4.36,2.69,464
34653,Good,G,VS1,58.6,0.48,62.0,5.14,5.2,3.03,1199
34654,Ideal,G,VS1,62.3,0.43,56.0,4.85,4.82,3.01,1008
34655,Ideal,E,VS1,61.8,0.52,56.0,5.17,5.19,3.2,2275
34656,Very Good,F,SI1,62.9,0.56,56.0,5.25,5.27,3.31,1436
34657,Premium,G,VS2,62.2,1.03,56.0,6.51,6.48,4.04,5814
34658,Ideal,G,SI2,62.6,2.15,54.0,8.29,8.35,5.21,18791
34659,Very Good,G,VVS1,62.3,0.5,59.0,5.01,5.04,3.13,1966
34660,Ideal,J,VS2,61.6,0.7,56.0,5.71,5.65,3.5,1940
34661,Good,G,IF,59.7,0.4,62.0,4.75,4.8,2.85,1120
34662,Ideal,E,VVS2,61.2,0.33,57.0,4.47,4.45,2.73,1114
34663,Ideal,E,VVS2,61.6,0.24,56.0,4.01,4.04,2.48,678
34664,Good,I,VS2,60.5,1.5,60.0,7.26,7.32,4.41,8780
34665,Premium,E,SI2,60.1,1.04,58.0,6.65,6.56,3.97,3392
34666,Good,F,VS1,62.1,0.29,56.0,4.24,4.26,2.64,415
34667,Ideal,H,VVS2,62.0,1.24,56.0,6.92,6.86,4.27,8069
34668,Ideal,F,VS2,62.1,0.34,56.0,4.48,4.51,2.79,726
34669,Very Good,G,SI1,63.4,1.22,57.0,6.74,6.77,4.28,6278
34670,Premium,I,SI2,61.7,1.18,58.0,6.75,6.79,4.18,4555
34671,Very Good,I,SI2,61.9,1.2,59.0,6.77,6.84,4.21,4455
34672,Premium,H,VVS2,62.9,0.3,57.0,4.31,4.28,2.7,776
34673,Ideal,G,VS2,61.4,0.31,57.0,4.35,4.45,2.7,544
34674,Fair,E,SI2,66.7,0.74,62.0,5.49,5.43,3.64,2617
34675,Ideal,G,VVS2,61.0,0.54,56.0,5.25,5.3,3.22,1985
34676,Ideal,G,VS1,61.6,0.53,55.7,5.21,5.24,3.22,1772
34677,Ideal,D,SI1,62.0,0.32,55.0,4.37,4.47,2.74,589
34678,Ideal,D,VS2,62.0,0.31,55.0,4.36,4.38,2.71,734
34679,Premium,E,VVS2,62.3,0.31,56.0,4.34,4.3,2.69,1107
34680,Very Good,F,VS1,58.7,1.2,59.0,6.89,7.07,4.1,9574
34681,Premium,H,VS1,62.9,0.31,58.0,4.34,4.31,2.72,698
34682,Very Good,G,VS1,57.1,0.38,63.0,4.77,4.86,2.75,886
34683,Ideal,H,SI1,63.0,0.33,56.0,4.42,4.41,2.78,594
34684,Ideal,D,VVS2,61.9,1.16,55.0,6.72,6.76,4.17,12314
34685,Ideal,G,VVS1,62.9,0.3,57.0,4.3,4.26,2.69,1013
34686,Premium,E,VS2,63.0,0.37,58.0,4.58,4.53,2.87,1041
34687,Good,F,SI1,63.1,0.7,64.0,5.61,5.58,3.53,2167
34688,Ideal,E,SI1,62.1,0.36,56.0,4.59,4.56,2.84,810
34689,Good,J,SI2,62.2,1.02,61.0,6.41,6.48,4.01,3639
34690,Ideal,G,VS2,61.6,1.03,55.0,6.49,6.54,4.01,7064
34691,Very Good,F,VS1,62.3,0.8,57.0,5.92,5.95,3.7,3720
34692,Premium,G,SI2,59.1,2.0,59.0,8.2,8.14,4.83,12521
34693,Ideal,I,VS2,62.0,1.1,56.0,6.67,6.62,4.12,4897
34694,Premium,H,SI1,62.0,0.9,62.0,6.13,6.03,3.77,3679
34695,Good,G,SI1,63.1,0.91,63.0,6.11,6.16,3.87,3506
34696,Very Good,G,VS1,63.5,0.71,55.0,5.66,5.64,3.59,2803
34697,Ideal,I,SI1,61.2,1.51,60.0,7.39,7.37,4.52,8396
34698,Premium,H,SI1,59.5,1.21,58.0,7.02,6.96,4.16,6025
34699,Ideal,E,VS2,61.9,0.62,57.0,5.47,5.44,3.38,2260
34700,Premium,I,SI2,61.0,2.06,59.0,8.24,8.21,5.02,14982
34701,Very Good,G,SI2,61.7,1.51,54.0,7.37,7.41,4.56,8973
34702,Premium,E,VS1,62.5,1.5,58.0,7.28,7.21,4.53,16169
34703,Ideal,G,VVS2,61.9,0.72,57.0,5.72,5.75,3.55,3849
34704,Premium,I,VS1,61.7,0.3,59.0,4.3,4.26,2.64,608
34705,Premium,J,VS2,59.8,0.9,62.0,6.24,6.21,3.72,2863
34706,Premium,J,SI1,59.3,2.01,62.0,8.2,8.15,4.85,12369
34707,Very Good,E,SI2,61.1,1.59,57.0,7.48,7.54,4.59,8994
34708,Premium,D,SI1,62.2,1.3,58.0,6.93,6.83,4.28,7426
34709,Ideal,E,SI2,62.0,1.01,56.0,6.46,6.42,3.99,4694
34710,Premium,F,VS2,59.6,0.28,61.0,4.28,4.25,2.54,567
34711,Very Good,G,SI2,62.0,1.01,58.0,6.41,6.46,3.99,3682
34712,Ideal,G,VVS1,61.7,0.71,57.0,5.7,5.75,3.53,2982
34713,Good,F,VS2,64.0,0.5,57.0,5.08,5.04,3.23,1323
34714,Very Good,E,VS1,62.9,1.02,54.0,6.38,6.46,4.04,8317
34715,Ideal,I,VS1,62.3,0.32,56.0,4.4,4.37,2.73,605
34716,Very Good,E,VVS1,57.9,0.71,61.0,5.88,5.96,3.43,3907
34717,Very Good,F,SI2,63.0,0.31,58.0,4.34,4.36,2.74,408
34718,Very Good,D,VS1,64.0,0.4,57.0,4.66,4.69,2.99,995
34719,Good,I,SI1,64.1,1.52,57.0,7.26,7.21,4.64,8852
34720,Ideal,E,VS1,61.2,1.26,56.0,6.97,6.93,4.25,11323
34721,Good,G,SI1,63.1,0.42,56.0,4.75,4.79,3.01,687
34722,Ideal,H,SI1,62.3,0.53,57.0,5.2,5.24,3.25,1197
34723,Very Good,E,VVS1,60.9,0.23,58.0,3.95,3.96,2.41,530
34724,Ideal,I,SI1,61.9,1.01,59.0,6.38,6.42,3.96,4638
34725,Ideal,D,SI1,62.5,0.31,53.0,4.37,4.34,2.72,684
34726,Very Good,E,VVS1,60.9,0.28,60.0,4.25,4.26,2.59,612
34727,Premium,D,VS2,60.3,0.32,60.0,4.42,4.44,2.67,758
34728,Premium,G,VS1,59.9,0.31,59.0,4.44,4.41,2.65,770
34729,Ideal,E,SI1,61.7,0.71,56.0,5.74,5.77,3.55,2494
34730,Premium,G,SI1,61.8,0.31,58.0,4.35,4.32,2.68,553
34731,Ideal,I,VS2,61.6,0.36,55.0,4.6,4.65,2.85,523
34732,Ideal,G,VS2,62.4,0.32,55.0,4.39,4.36,2.73,672
34733,Premium,J,VS2,59.8,1.25,58.0,7.02,6.96,4.18,3751
34734,Very Good,G,VS2,63.0,1.07,55.0,6.5,6.55,4.11,6355
34735,Ideal,E,VS1,62.1,0.41,55.0,4.78,4.75,2.96,1153
34736,Premium,F,VS2,63.0,1.22,60.0,6.85,6.74,4.28,7154
34737,Ideal,H,SI2,60.1,1.06,59.0,6.58,6.67,3.98,4516
34738,Ideal,H,SI2,62.1,1.04,56.0,6.48,6.5,4.03,4404
34739,Premium,E,SI2,60.8,0.7,59.0,5.75,5.7,3.48,2463
34740,Fair,E,VS2,65.1,0.22,61.0,3.87,3.78,2.49,337
34741,Ideal,G,VS2,61.7,0.72,55.0,5.72,5.79,3.55,3344
34742,Ideal,F,VS1,62.0,0.39,55.0,4.66,4.69,2.9,1003
34743,Very Good,D,SI1,60.4,0.31,60.0,4.4,4.44,2.67,507
34744,Ideal,D,VS2,62.1,0.31,55.0,4.35,4.32,2.69,942
34745,Premium,I,VS1,61.2,1.06,57.1,6.56,6.59,4.03,5550
34746,Premium,E,SI2,61.2,1.5,59.0,7.41,7.36,4.52,10080
34747,Fair,D,SI1,64.8,2.0,58.0,7.98,7.89,5.14,15540
34748,Premium,G,VVS2,59.5,1.09,61.0,6.74,6.7,4.0,8454
34749,Very Good,E,VVS2,59.3,0.23,60.0,4.0,4.1,2.4,505
34750,Very Good,F,VVS1,61.3,0.31,56.0,4.35,4.37,2.67,808
34751,Ideal,F,VS2,62.1,0.33,54.0,4.43,4.46,2.76,666
34752,Premium,F,SI1,62.7,0.38,58.0,4.62,4.6,2.89,898
34753,Ideal,D,SI1,61.9,0.3,54.0,4.32,4.34,2.68,552
34754,Very Good,F,SI1,59.5,1.06,63.0,6.62,6.59,3.93,4488
34755,Premium,G,SI2,62.0,0.85,58.0,6.08,6.04,3.76,2444
34756,Ideal,E,VS1,61.4,0.53,56.0,5.21,5.25,3.21,2143
34757,Ideal,G,SI1,61.5,0.51,54.0,5.17,5.21,3.19,1175
34758,Fair,J,SI1,64.4,2.01,61.0,7.74,7.78,5.0,11212
34759,Fair,G,SI1,64.4,1.0,57.0,6.32,6.28,4.06,4295
